book_id,est_score,user_id
265,3.7533550777268303,173
1344,3.5961526863814846,173
6471,3.3508745740022556,173
61,3.1947766890043923,173
267,4.4243217180106535,230
47,4.072812112869536,230
208,4.056781966480317,230
459,4.027322687924015,230
779,3.9524893451103673,230
820,3.9352046552660065,230
4873,3.9273658449412423,230
313,3.9248058337340512,230
1242,3.8194054990899047,230
522,3.763517365034026,230
1539,3.754237998884194,230
3074,3.7417434043599607,230
6990,3.741582612069196,230
1082,3.739526311431262,230
7984,3.720728695453699,230
396,3.7096618056127877,230
4237,3.594674767376437,230
441,3.4563061917847198,230
115,3.869095796718206,256
1514,3.8092665266193255,256
1567,3.4868101130621003,256
122,3.171962471790115,256
3187,4.701945655243512,274
498,4.600143899080031,274
602,4.590650386797457,274
4202,4.449933508113275,274
9198,4.308821708712186,274
1514,3.9480226382975654,215
1294,3.6549049206373163,215
7734,3.629884591715031,215
4755,3.314037461038066,215
666,4.0262382193483415,319
718,3.6932599225883127,319
1999,3.479262598170588,319
916,3.4448142292381565,319
249,3.3231762200063613,439
121,3.2795655560196204,439
1116,3.254317371093934,439
1443,3.0657130709674725,439
270,4.484489286780018,446
815,4.306782162197699,446
696,4.067925314774084,446
205,4.013314242548474,446
52,3.7741283060148056,446
898,3.7246000612201002,446
2975,4.252092068982532,513
15,4.115475337994858,513
92,3.8791078259460576,513
1411,3.8442754775250996,513
233,3.8143524747714053,513
690,3.7925676586128936,513
8802,3.737752019317516,513
354,3.728599882212755,513
2192,3.648959227177288,513
2098,3.6410603782472974,513
969,3.560883155823943,513
1255,3.5032062324627007,513
3171,3.558494349975039,589
1977,3.5297240536049346,589
4633,3.497487954924012,589
4942,3.465795107292235,589
623,3.314879896920788,589
526,3.3105223288189207,589
2486,3.3068001762438066,589
249,3.3062456448179285,589
2900,3.239899431141414,589
2440,2.8372311876189626,589
983,4.40130034822882,725
2137,4.286119672019767,725
273,4.226031457501167,725
190,4.1461027545891325,725
895,3.911020593200006,725
721,3.824483703190531,725
67,3.8188065147529495,725
473,3.768860498849465,725
5350,3.686968121636743,725
348,3.659382543868763,725
6621,3.6411446646980754,725
1508,3.3423268975866276,725
166,3.188558125450847,725
8355,3.9159985143723697,997
7986,3.7763490457251434,997
5216,3.7576904377049916,997
142,4.044807704858427,1037
757,4.023881982129141,1037
870,3.853499039250845,1037
665,3.70300895716463,1037
1238,3.652984028786576,1037
181,3.5779088838075093,1037
421,3.561146072221725,1037
115,3.5484639102753577,1037
895,3.5078783329245873,1037
215,4.323368087581825,7
225,4.004640944828487,7
10,3.9618036191597743,7
4468,3.8090211611117804,7
1322,3.75999357022436,7
233,3.7010334773528686,7
3720,3.623493637981403,7
3552,3.2250288434805063,7
31,3.86000894527706,1019
2367,3.8423773540393316,1019
43,3.830172927054152,1019
104,3.5832033053625274,1019
212,3.4647975386221344,1019
867,3.4560368560690176,1019
9018,3.446075721799891,1019
1978,3.4278663444454294,1019
754,3.4153779271588576,1019
4932,3.409877719594363,1019
2124,3.327502911085973,1019
2085,3.2750305993981517,1019
2455,2.6251176954364763,1019
143,3.575459705562457,407
1044,3.0889601262774042,407
5942,3.0089146348062816,407
1242,2.9799050272087904,407
5981,4.006182671294119,1296
3837,3.6208712215599235,1321
249,3.4607172483249653,1321
1316,3.341766448829642,1321
3581,3.1778079980116196,1321
287,2.9543901404390334,1321
57,4.3256694412591505,1350
474,4.203305920991563,1350
516,4.1250147152079295,1350
2691,4.10029079331175,1350
239,3.9943841760158865,1350
366,4.460399881868485,1354
758,4.330618857077514,1354
16,4.266612864136449,1354
271,4.252608845840203,1354
688,4.138650485478325,1354
38,4.134394104565247,1354
3142,3.9813432562789153,1354
727,3.76763908336782,1354
516,3.704965255546047,1353
743,4.458765077310363,1041
2448,4.295486249352324,1041
7907,4.208227810211217,1041
6,4.197098121013789,1041
742,4.1929578273364365,1041
5054,4.095703571068154,1041
3191,4.081487336574169,1041
2140,4.038948681295728,1041
3135,4.0292727738632,1041
5605,4.015085362957774,1041
9193,3.9579994426632084,1041
856,3.9271497638118107,1041
430,3.917148343656328,1041
2728,3.90919830054271,1041
3670,3.8892120856628667,1041
6527,3.8871919801378367,1041
1290,3.813629403617935,1041
4461,3.766633030071196,1041
850,3.599809302208541,1041
7734,3.544812994895681,1041
5820,3.6865303028362066,1388
1441,3.5760792706237012,1403
374,3.45805794315713,1403
3296,3.4564561489926637,1403
94,3.4356867937379563,1403
8071,3.3273151872933098,1403
1068,3.2204021153858062,1403
7651,3.1710068324513343,1403
1318,3.047534370793676,1403
1797,2.9857103053238863,1403
2284,2.937709888472669,1403
122,2.891522757362248,1403
1083,2.6544937862851468,1403
710,2.478583570353218,1403
1426,4.029611720150319,1352
92,4.136857513848841,1456
690,4.007966424182804,1456
895,3.9074995754309634,1456
5926,3.8301656862419162,1449
3296,3.4609735372685946,1449
754,3.4082562891065087,1449
638,3.1563831673314593,1449
7952,3.55909980781427,907
649,3.501836666665536,907
3889,3.6918986841759254,1585
4686,3.690390494205792,1585
657,3.5509761370652115,1585
2000,3.3940522411453387,1585
5292,3.3231798345272536,1585
73,2.986218791165753,1585
1195,4.026357225829281,1634
2178,3.7596939693437523,1634
1164,3.7446455465322015,1634
4885,3.7020171318352113,1634
2061,3.93027740065918,1645
262,3.7649212619196746,1645
801,3.763614409794745,1645
320,3.758014476507858,1645
2067,3.719356310670676,1645
1242,3.6737006415491384,1645
285,3.6344136302151866,1645
119,3.6132219748337358,1645
1874,3.5755868477248636,1645
146,3.5317703235665943,1645
1920,3.503685850395158,1645
467,3.388141840991474,1645
2717,3.21650127096367,1645
3007,3.1386787640430773,1645
2883,2.956861986074613,1645
1275,4.229771589984056,1307
496,3.9701524717085412,1307
775,3.811881747480047,1656
1195,3.603897521966204,1656
457,3.2696259824692584,1710
916,2.935671383136144,1710
142,4.036379231433351,1761
225,3.96727022706465,1761
325,3.9293446813399995,1761
520,3.904972829576524,1761
4029,3.785841320680408,1761
618,3.7038735683646564,1761
826,3.6956705007699937,1761
771,3.650509217816238,1761
327,3.639138367381212,1761
1873,3.6377705663703357,1761
5150,3.5370212656919358,1761
1439,3.5001183392851467,1761
6769,3.455461828424728,1761
2035,3.2003792815161285,1761
1334,3.176859939430835,1761
2632,4.3885071895131516,1799
436,4.189513430448267,1799
1090,4.182935235012376,1799
5327,4.155627490544701,1799
424,4.097879549284411,1799
690,3.552661053487164,1772
494,4.285334208424308,1916
4491,4.154636427919281,1916
146,4.105012051624373,1916
438,4.078025629368216,1916
3328,4.066864620145114,1916
1898,4.054086524693814,1916
572,4.028495399965463,1916
2570,3.9535753883955866,1916
4605,4.4037955569524865,951
983,4.848245526539291,2125
493,4.604483364212519,2125
9313,4.426064250982878,2125
6468,4.3087712037636,2125
47,3.9762986782456697,2112
2465,3.731266782656305,2112
2000,3.4019332618535216,2112
8165,3.8672495067615236,2276
3625,3.760169565623784,2276
3360,3.197145192541195,2276
66,3.9196410969329345,2283
476,3.8829476960897322,2283
2939,3.8288769702874372,2283
131,3.765169449665826,2283
55,3.683012828531472,2283
1739,3.422279305098519,2283
1082,3.8614745877391567,2288
550,4.139611504895333,2329
916,3.5741885415262273,2329
5578,3.2873300177946017,946
2451,3.84033552600376,2331
828,3.646391059146764,2331
106,3.5697875633863045,2331
665,3.5459606387708695,2331
323,3.1536271328594174,2331
515,4.084455107104796,2347
436,4.074499441245504,2347
9373,4.0530752129215575,2347
109,3.9764215897479542,2347
6636,3.971868087259071,2347
306,3.878329988968315,2347
8469,3.8652876237396954,2347
2000,3.8210651560007696,2347
657,3.79067744828746,2347
1739,3.7886411688572266,2347
9065,3.7162410908679178,2347
2281,3.716015880556121,2347
816,3.6864961024743206,2347
3255,3.6633553194040775,2347
87,4.2184725547328705,2218
642,3.8792963222951427,2218
620,3.8202340583868875,2218
424,3.754477201880756,2218
4520,3.6495560953357407,2218
5587,3.632240672641933,2218
6458,3.5413501995930354,2218
7898,3.536271153589418,2218
438,3.4604376656594873,2218
185,3.447649718933897,2218
6752,3.38400902713026,2218
8261,3.3807479638398963,2218
51,3.34148365955292,2218
869,3.1246441236473057,2218
870,4.090719536736022,2271
4150,4.330299735312634,2428
4552,4.101771161846048,2428
5844,4.097013049246959,2428
5319,4.027861389813546,2428
4928,3.914201059558596,2428
4111,3.896399495141067,2428
265,4.104508747441164,1429
2247,4.018836693776419,1429
67,3.975123003317778,1429
8867,3.9218493150561256,1429
354,3.8951408072632425,1429
5315,3.6922141778166235,1429
239,3.6894427892642505,1429
6752,3.679522849767286,1429
326,3.6564946208263978,1429
268,3.4398462522499575,1429
6877,3.420406299171812,1429
368,4.068650814579248,2477
46,3.996695879900318,2477
8662,3.9468272083146543,2477
1668,3.9455651255747934,2477
8695,3.4789652054807965,2477
467,3.447943906532643,2477
1552,4.086616253645679,2469
195,3.775820295126252,2469
429,3.4163650409822264,2469
67,3.6646191847997693,2483
66,3.6431517119489123,2483
181,3.627005772246403,2483
72,3.610790855237229,2483
378,3.594056992504779,2483
1322,3.589646963995489,2483
43,3.52673754372354,2483
2257,3.5162587354663386,2483
634,3.4801844653290153,2483
10,3.477107775676187,2483
129,3.4670153240105392,2483
229,3.4590932580899794,2483
64,3.4567704561050583,2483
346,3.45473735897428,2483
3158,3.4375486333552123,2483
8306,3.399515380670435,2483
4583,3.3785110903478075,2483
4956,3.367957542776121,2483
76,3.358698807064398,2483
587,3.2703118813488556,2483
3416,3.119209479164976,2483
7834,3.359057316481773,2487
1678,4.112990604865511,2553
993,3.8958234095664395,2553
9003,3.700927432917107,2553
5562,3.594427902634593,2553
