,book_id,est_score,user_id
0,85,4.3690748320303925,173
1,6613,4.329999012845111,173
2,25,4.277022259788616,173
3,47,4.106215645468537,173
4,195,4.090129442259724,173
5,18,4.036131653203965,173
6,31,4.007871693422968,173
7,112,3.9835878610989703,173
8,141,3.9609716178559022,173
9,329,3.908542670695946,173
10,6,3.8946585545707815,173
11,114,3.8754856076630704,173
12,146,3.8714119456724796,173
13,8405,3.869820404896959,173
14,87,3.86066689719466,173
15,200,3.85450114620564,173
16,26,3.8532462752096963,173
17,35,3.8493165726200838,173
18,4,3.8376448847293996,173
19,250,3.8226795345143865,173
0,2840,4.683312414128924,178
1,19,4.599708161334901,178
2,523,4.558403154856582,178
3,87,4.533748733927688,178
4,7559,4.519073662101143,178
5,1380,4.507911119934177,178
6,143,4.502469092682509,178
7,94,4.495854066983781,178
8,1792,4.470504842409308,178
9,2535,4.43011074865478,178
10,828,4.418866923027775,178
11,522,4.41736038601731,178
12,2441,4.399964566284577,178
13,121,4.370774977238198,178
14,779,4.364180052899312,178
15,766,4.335618855019867,178
16,516,4.335126018829791,178
17,673,4.324129584249793,178
18,39,4.323490514907557,178
19,1462,4.319553611799597,178
0,4,4.425851483000068,230
1,31,4.423934548799341,230
2,793,4.354361985650869,230
3,143,4.347128049145022,230
4,7789,4.312090438554628,230
5,142,4.298471491080685,230
6,291,4.293407904964729,230
7,133,4.2904197829729345,230
8,704,4.263160001497604,230
9,10,4.252798159775373,230
10,195,4.23998829452403,230
11,94,4.233058973795049,230
12,1,4.232365352627012,230
13,295,4.229589240313611,230
14,1441,4.210942464040252,230
15,144,4.198488916423919,230
16,112,4.187345204601567,230
17,265,4.177918738525176,230
18,321,4.171791072193969,230
19,2632,4.171166338838185,230
0,87,4.448739089709051,256
1,142,4.387398124915715,256
2,31,4.377626629873468,256
3,39,4.374326631226801,256
4,10,4.339599390160578,256
5,15,4.3304915658534675,256
6,141,4.302481495607166,256
7,4,4.288957925651496,256
8,143,4.285949486352839,256
9,25,4.257627657680774,256
10,291,4.235788370645662,256
11,11,4.225366688583031,256
12,236,4.224364744454957,256
13,461,4.214490505522079,256
14,5101,4.19565172984666,256
15,3349,4.186247377583994,256
16,110,4.168094676919912,256
17,9102,4.142921597529089,256
18,67,4.104488593528809,256
19,50,4.082465094127178,256
0,840,5.0,274
1,4939,5.0,274
2,2535,5.0,274
3,3294,5.0,274
4,3722,5.0,274
5,155,5.0,274
6,641,5.0,274
7,233,5.0,274
8,6007,5.0,274
9,3785,5.0,274
10,373,5.0,274
11,18,5.0,274
12,25,5.0,274
13,43,5.0,274
14,4,5.0,274
15,133,5.0,274
16,958,5.0,274
17,15,5.0,274
18,37,4.999309968919969,274
19,76,4.9954665283536706,274
0,189,4.605071718637217,215
1,39,4.527398069243879,215
2,155,4.488778732351399,215
3,110,4.4836076667046205,215
4,102,4.4809888783313,215
5,1496,4.387014275941616,215
6,8053,4.386481209339357,215
7,19,4.37377299181699,215
8,739,4.3292275950499635,215
9,43,4.315274523256695,215
10,165,4.2988679050752125,215
11,278,4.283888382265395,215
12,70,4.26518076679302,215
13,54,4.2438166229036245,215
14,188,4.2089885652403645,215
15,704,4.196597541294921,215
16,550,4.192674038950314,215
17,50,4.183993432245906,215
18,5049,4.1817058384312045,215
19,15,4.179598497378715,215
0,8403,4.944921768607005,319
1,3395,4.726516317059629,319
2,3660,4.718845927588598,319
3,3082,4.711507334826156,319
4,2937,4.699343354489529,319
5,3086,4.66070503230257,319
6,2353,4.638543462221576,319
7,1895,4.622187938403457,319
8,3396,4.567402410278028,319
9,1572,4.555266853403617,319
10,937,4.537375217065748,319
11,9790,4.5358116277750415,319
12,70,4.5294051620233295,319
13,54,4.52223778986644,319
14,25,4.51592916436528,319
15,126,4.48826432021,319
16,117,4.462909541312459,319
17,766,4.450130368862989,319
18,42,4.399093919510111,319
19,101,4.396409605749494,319
0,4,4.149448061440749,439
1,1597,4.090958543140178,439
2,94,4.041995346253334,439
3,87,4.027632576149755,439
4,155,4.003863614070061,439
5,19,3.9696090008998026,439
6,274,3.92710853661139,439
7,17,3.88079916951361,439
8,339,3.856017571195772,439
9,3385,3.8031173704400953,439
10,373,3.7827497102073133,439
11,828,3.782513219449614,439
12,779,3.751430401984764,439
13,6276,3.7402004803625246,439
14,520,3.736550255084903,439
15,115,3.731034566765555,439
16,80,3.7284647317123087,439
17,1464,3.728323304964541,439
18,157,3.727894238722759,439
19,102,3.710666549078512,439
0,743,4.741727804373726,446
1,23,4.7055043174951425,446
2,25,4.697539500656806,446
3,18,4.656500609920932,446
4,37,4.608260986365684,446
5,786,4.571508780247062,446
6,50,4.565929313715859,446
7,102,4.550737483311104,446
8,4,4.509982823655207,446
9,158,4.509579484086957,446
10,339,4.505572058882551,446
11,66,4.502217217864137,446
12,76,4.502119928745542,446
13,386,4.4859462993662556,446
14,70,4.4833455499835635,446
15,43,4.464793556904761,446
16,278,4.433911720123358,446
17,42,4.425314727219584,446
18,245,4.424393185728936,446
19,10,4.414110291678495,446
0,10,4.72167662055511,513
1,19,4.688555563862822,513
2,155,4.677845396870216,513
3,4,4.642923571323328,513
4,157,4.569820944615898,513
5,358,4.563154341628485,513
6,117,4.548136780450777,513
7,50,4.540775663682798,513
8,25,4.535294237370904,513
9,189,4.531852276321479,513
10,59,4.493563825077754,513
11,958,4.488496718006192,513
12,251,4.488345304914931,513
13,18,4.48490307053655,513
14,325,4.477578552731684,513
15,23,4.474242587701767,513
16,225,4.461350648946542,513
17,426,4.4560859732958304,513
18,373,4.449553049458862,513
19,76,4.4196981395938,513
0,8405,4.3562748779672695,589
1,70,4.2122969406359285,589
2,25,4.130066319162929,589
3,307,4.105446962077085,589
4,215,4.091144139875021,589
5,176,4.0084953076130185,589
6,87,3.9888956034571863,589
7,39,3.9503400516483897,589
8,192,3.922086571839796,589
9,8,3.9183546386281294,589
10,1,3.8441219304439627,589
11,389,3.8211539252875943,589
12,603,3.8165105544851587,589
13,110,3.8150441284064227,589
14,65,3.7861542340988708,589
15,516,3.7844164056410543,589
16,760,3.770944329701355,589
17,739,3.7590458279167205,589
18,47,3.7552326509509166,589
19,405,3.7529731129874286,589
0,4640,4.62569886361365,725
1,25,4.498514708255565,725
2,325,4.482547277300096,725
3,141,4.472775574731626,725
4,6,4.4555873251703595,725
5,2869,4.450741311351734,725
6,70,4.449683515792947,725
7,144,4.405844972274712,725
8,1,4.374861473098956,725
9,407,4.362332160483489,725
10,208,4.347442010110834,725
11,76,4.34107742964782,725
12,17,4.313398027898498,725
13,124,4.291168948444668,725
14,742,4.278211805924018,725
15,171,4.271531144401516,725
16,1065,4.265586818396629,725
17,494,4.26119351883813,725
18,68,4.254108540926044,725
19,295,4.2464563591482785,725
0,4,4.931008275152981,736
1,8626,4.755491977572255,736
2,8262,4.752948381810845,736
3,25,4.7481649223786375,736
4,6400,4.704031067432795,736
5,11,4.6571885357539635,736
6,416,4.638688981698713,736
7,5913,4.6187261272752345,736
8,102,4.602504202384981,736
9,103,4.565099718541426,736
10,373,4.552082987775032,736
11,2095,4.542991692794877,736
12,229,4.537535583913728,736
13,80,4.5320249349615045,736
14,248,4.512608936067983,736
15,184,4.5008163457886905,736
16,792,4.48609881635016,736
17,2078,4.4788782251802335,736
18,158,4.46780509106182,736
19,72,4.441653660621782,736
0,11,4.757669689448875,997
1,168,4.583637157149339,997
2,142,4.543970300213498,997
3,89,4.526720331033047,997
4,937,4.505465863557329,997
5,101,4.4210922912447765,997
6,219,4.4202597783832775,997
7,177,4.393474920746808,997
8,109,4.388137964843994,997
9,528,4.38771957356912,997
10,23,4.359601418779468,997
11,58,4.358455169525687,997
12,4,4.357320776717144,997
13,722,4.343307019655674,997
14,2632,4.337043580358197,997
15,198,4.333615880137953,997
16,274,4.318268080982145,997
17,129,4.300331248488616,997
18,510,4.299070789287633,997
19,402,4.290475474220323,997
0,19,4.184472472256999,1027
1,189,4.176331530197671,1027
2,157,4.151968789174962,1027
3,714,4.150895493603977,1027
4,265,4.132792031246542,1027
5,155,4.129647027008006,1027
6,43,4.128480169547071,1027
7,102,4.1169960261821315,1027
8,87,4.089960035000323,1027
9,3085,4.087235782262634,1027
10,85,4.064001002907446,1027
11,94,4.048859629815582,1027
12,337,4.035789376813172,1027
13,117,4.0340010381877365,1027
14,592,4.031158906643054,1027
15,251,4.006320551623274,1027
16,54,3.9976410176997876,1027
17,758,3.992628753354155,1027
18,391,3.9650504538321347,1027
19,855,3.962103969841726,1027
0,47,4.412795789255422,1037
1,10,4.3276109680420864,1037
2,1,4.21581918528823,1037
3,25,4.213777133293627,1037
4,39,4.162971941186054,1037
5,17,4.08074370569176,1037
6,6,4.027667997904615,1037
7,230,4.024185131703317,1037
8,11,4.020022239777355,1037
9,1464,3.999404278043668,1037
10,18,3.9929981318115346,1037
11,110,3.9803104346766567,1037
12,50,3.979341625872679,1037
13,31,3.95156941735362,1037
14,100,3.9078405717692473,1037
15,1370,3.9015373094019634,1037
16,63,3.885887945448792,1037
17,81,3.8828535338120096,1037
18,140,3.864097337347321,1037
19,154,3.8530448226422642,1037
0,192,4.5670232789425285,7
1,89,4.493733058030213,7
2,50,4.4556975560613035,7
3,307,4.424479388301287,7
4,32,4.3620758608931105,7
5,219,4.35916590477416,7
6,335,4.351137767490974,7
7,416,4.350394213875301,7
8,184,4.34809182633229,7
9,516,4.344582614691806,7
10,129,4.334953478408972,7
11,1464,4.321745568874132,7
12,25,4.308161756880061,7
13,13,4.296915101806198,7
14,760,4.293970680877583,7
15,322,4.293554360544084,7
16,3246,4.292436270617274,7
17,2129,4.28071807710996,7
18,125,4.278109553777006,7
19,126,4.272507301845604,7
0,102,4.465634802939988,1225
1,11,4.425208043297927,1225
2,85,4.3561279111071345,1225
3,87,4.313831731509269,1225
4,740,4.3096673815699145,1225
5,59,4.2808450105902764,1225
6,339,4.259717268170887,1225
7,81,4.201352652014939,1225
8,515,4.188404811876309,1225
9,42,4.165922563660113,1225
